family_id,config_id,parameters
F06,F06_RERUN_0030,"{'vol_window': 33, 'multiplier': 2.683673469387755, 'tp_pips': 21, 'sl_pips': 15}"
F06,F06_RERUN_0031,"{'vol_window': 34, 'multiplier': 2.724489795918367, 'tp_pips': 22, 'sl_pips': 16}"
F06,F06_RERUN_0032,"{'vol_window': 35, 'multiplier': 2.7653061224489797, 'tp_pips': 22, 'sl_pips': 16}"
F06,F06_RERUN_0033,"{'vol_window': 36, 'multiplier': 2.8061224489795915, 'tp_pips': 23, 'sl_pips': 16}"
F06,F06_RERUN_0034,"{'vol_window': 36, 'multiplier': 2.8469387755102042, 'tp_pips': 23, 'sl_pips': 16}"
F06,F06_RERUN_0035,"{'vol_window': 37, 'multiplier': 2.887755102040816, 'tp_pips': 23, 'sl_pips': 16}"
F06,F06_RERUN_0036,"{'vol_window': 38, 'multiplier': 2.9285714285714284, 'tp_pips': 24, 'sl_pips': 17}"
F06,F06_RERUN_0037,"{'vol_window': 39, 'multiplier': 2.9693877551020407, 'tp_pips': 24, 'sl_pips': 17}"
F06,F06_RERUN_0038,"{'vol_window': 40, 'multiplier': 3.010204081632653, 'tp_pips': 25, 'sl_pips': 17}"
F06,F06_RERUN_0039,"{'vol_window': 41, 'multiplier': 3.0510204081632653, 'tp_pips': 25, 'sl_pips': 17}"
F06,F06_RERUN_0040,"{'vol_window': 41, 'multiplier': 3.091836734693877, 'tp_pips': 25, 'sl_pips': 17}"
F06,F06_RERUN_0041,"{'vol_window': 42, 'multiplier': 3.13265306122449, 'tp_pips': 26, 'sl_pips': 18}"
F06,F06_RERUN_0042,"{'vol_window': 43, 'multiplier': 3.1734693877551017, 'tp_pips': 26, 'sl_pips': 18}"
F06,F06_RERUN_0043,"{'vol_window': 44, 'multiplier': 3.2142857142857144, 'tp_pips': 27, 'sl_pips': 18}"
F06,F06_RERUN_0044,"{'vol_window': 45, 'multiplier': 3.2551020408163263, 'tp_pips': 27, 'sl_pips': 18}"
F06,F06_RERUN_0045,"{'vol_window': 45, 'multiplier': 3.2959183673469385, 'tp_pips': 27, 'sl_pips': 18}"
F06,F06_RERUN_0046,"{'vol_window': 46, 'multiplier': 3.336734693877551, 'tp_pips': 28, 'sl_pips': 19}"
F06,F06_RERUN_0047,"{'vol_window': 47, 'multiplier': 3.377551020408163, 'tp_pips': 28, 'sl_pips': 19}"
F06,F06_RERUN_0048,"{'vol_window': 48, 'multiplier': 3.4183673469387754, 'tp_pips': 29, 'sl_pips': 19}"
F06,F06_RERUN_0049,"{'vol_window': 49, 'multiplier': 3.4591836734693877, 'tp_pips': 29, 'sl_pips': 19}"
F06,F06_RERUN_0050,"{'vol_window': 50, 'multiplier': 3.5, 'tp_pips': 30, 'sl_pips': 20}"
