pemr_h1_adx_max,pemr_expansion_atr_min,pemr_displacement_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
18.0,1.5,0.6,0.9,1.1,61.65047896161997,31.150544516934488,30.616102073138485,19.131395080375448,0.6830961275602343,0.900164247414605,0.0,1.0,18.366162677244183,100000.0,101369.78404705838,1.3697840470583866,0.0,0.8117985403538148,inf,2,2,0,0,100.0,1.0,1.0,684.8920235291854,684.8920235291854,5.0,5.0,2,0
18.0,1.5,0.6,0.7,1.1,61.451278434512965,30.890251815718685,30.538559205921736,19.117993835068333,0.6126026119086414,0.900164247414605,0.0,1.0,17.92002633412973,100000.0,101227.5329045472,1.2275329045472017,0.0,0.7702719625724233,inf,2,2,0,0,100.0,1.0,1.0,613.7664522736018,613.7664522736018,5.0,5.0,2,0
18.0,1.5,0.6,0.9,0.8,61.02914210098805,30.621604613047893,30.373951917405037,19.089577110868646,0.4629596223480137,0.900164247414605,0.0,1.0,18.114947158691564,100000.0,100927.4527594138,0.927452759413816,0.0,0.7948483453627956,inf,2,2,0,0,100.0,1.0,1.0,463.7263797069009,463.7263797069009,5.0,5.0,2,0
18.0,1.5,0.6,0.7,0.8,60.87448097298866,30.381480744149613,30.313547196919785,19.079138597867374,0.4080462400886886,0.900164247414605,0.0,1.0,17.616841431667073,100000.0,100816.97679187341,0.816976791873425,0.0,0.747408223521251,inf,2,2,0,0,100.0,1.0,1.0,408.4883959366971,408.4883959366971,5.0,5.0,2,0
22.0,1.5,0.6,0.7,1.1,57.2500902237854,28.025153097320867,28.652800095059554,12.906614950754257,0.6945252106213107,0.7764813263028282,0.7921591127266437,1.0,7.532184944937047,100000.0,101391.74563050886,1.391745630508856,0.7921591127266437,0.5519788757901662,2.756901622602565,4,3,1,0,75.0,1.0,0.75,347.9364076272125,347.9364076272125,5.0,5.0,3,1
22.0,1.5,0.6,0.9,1.1,56.84330746873874,27.885875612122277,28.50275928464393,12.15935877026109,0.6888326057827299,0.7189697482655504,0.976163640469138,1.0,6.368514058175122,100000.0,101381.25700350337,1.3812570035033778,0.976163640469138,0.5008828775931441,2.4149850970064453,4,3,1,0,75.0,1.0,0.75,345.31425087584535,345.31425087584535,6.25,5.0,3,1
22.0,1.5,0.6,0.7,0.8,52.80347216462486,25.801516069172862,26.520669983519184,11.48368801823119,0.3401492388517502,0.6505614248919966,0.7921591127266437,1.0,4.389078974729213,100000.0,100680.97871746968,0.6809787174696824,0.7921591127266437,0.35015524146625493,1.8596489095804378,4,3,1,0,75.0,1.0,0.75,170.24467936741675,170.24467936741675,5.0,5.0,3,1
22.0,1.2,0.6,0.7,1.1,50.72011919778482,27.974513420957166,25.351077035237417,5.427578268740762,0.8380013000544917,0.5365061833523543,0.80228435853912,1.0,5.46093348442119,100000.0,101681.46218848303,1.6814621884830183,0.8026084756244256,0.5471048625932006,2.041239281707597,7,5,2,0,71.42857142857143,1.0,0.7142857142857143,240.20888406900298,240.20888406900298,7.857142857142857,5.0,5,1
22.0,1.2,0.6,0.9,1.1,50.65753022085239,26.878087051553408,25.363528595833557,4.714617295630209,0.8495403676920033,0.4848430617907,0.9879553875173699,1.0,4.765339897259818,100000.0,101705.46915227654,1.7054691522765397,0.9881007335946795,0.486741131448317,1.8565267768457012,7,5,2,0,71.42857142857143,1.0,0.7142857142857143,243.63845032522107,243.63845032522107,8.571428571428571,5.0,5,1
22.0,1.5,0.6,0.9,0.8,49.49244119904594,23.32511105212309,24.90835456859586,11.03942023726243,0.3188875386818113,0.5885935350264615,0.976163640469138,1.0,3.72520446160083,100000.0,100638.65137148806,0.6386513714880637,0.976163640469138,0.2911181112350391,1.6542462196001617,4,3,1,0,75.0,1.0,0.75,159.66284287201546,159.66284287201546,6.25,5.0,3,1
