family_id,config_id,sl_pips,tp_ratio,risk_per_trade
F12,F12_V50B_0001,25,2.5,0.01
F12,F12_V50B_0002,30,2.0,0.01
F12,F12_V50B_0003,15,2.0,0.01
F12,F12_V50B_0004,30,1.5,0.01
F12,F12_V50B_0005,25,2.0,0.01
F12,F12_V50B_0006,15,2.5,0.01
F12,F12_V50B_0007,25,2.5,0.01
F12,F12_V50B_0008,15,2.5,0.01
F12,F12_V50B_0009,25,2.0,0.01
F12,F12_V50B_0010,30,1.5,0.01
F12,F12_V50B_0011,15,1.5,0.01
F12,F12_V50B_0012,15,2.5,0.01
F12,F12_V50B_0013,25,2.0,0.01
F12,F12_V50B_0014,30,2.5,0.01
F12,F12_V50B_0015,20,2.0,0.01
F12,F12_V50B_0016,15,1.5,0.01
F12,F12_V50B_0017,25,1.5,0.01
F12,F12_V50B_0018,25,2.0,0.01
F12,F12_V50B_0019,20,2.5,0.01
F12,F12_V50B_0020,20,2.5,0.01
F12,F12_V50B_0021,30,2.5,0.01
F12,F12_V50B_0022,25,2.0,0.01
F12,F12_V50B_0023,20,1.5,0.01
F12,F12_V50B_0024,30,2.0,0.01
F12,F12_V50B_0025,30,1.5,0.01
F12,F12_V50B_0026,25,2.5,0.01
F12,F12_V50B_0027,25,2.5,0.01
F12,F12_V50B_0028,15,2.0,0.01
F12,F12_V50B_0029,25,1.5,0.01
F12,F12_V50B_0030,20,1.5,0.01
F12,F12_V50B_0031,15,1.5,0.01
F12,F12_V50B_0032,20,1.5,0.01
F12,F12_V50B_0033,15,2.5,0.01
F12,F12_V50B_0034,30,2.5,0.01
F12,F12_V50B_0035,30,1.5,0.01
F12,F12_V50B_0036,30,1.5,0.01
F12,F12_V50B_0037,25,2.0,0.01
F12,F12_V50B_0038,15,2.5,0.01
F12,F12_V50B_0039,20,1.5,0.01
F12,F12_V50B_0040,25,1.5,0.01
F12,F12_V50B_0041,30,1.5,0.01
F12,F12_V50B_0042,25,1.5,0.01
F12,F12_V50B_0043,25,2.0,0.01
F12,F12_V50B_0044,20,2.5,0.01
F12,F12_V50B_0045,20,2.0,0.01
F12,F12_V50B_0046,20,2.0,0.01
F12,F12_V50B_0047,30,1.5,0.01
F12,F12_V50B_0048,25,1.5,0.01
F12,F12_V50B_0049,30,1.5,0.01
F12,F12_V50B_0050,25,1.5,0.01
F12,F12_V50B_0051,30,2.5,0.01
F12,F12_V50B_0052,30,1.5,0.01
F12,F12_V50B_0053,15,2.0,0.01
F12,F12_V50B_0054,15,2.0,0.01
F12,F12_V50B_0055,15,1.5,0.01
F12,F12_V50B_0056,15,2.0,0.01
F12,F12_V50B_0057,30,2.0,0.01
F12,F12_V50B_0058,25,2.0,0.01
F12,F12_V50B_0059,25,1.5,0.01
F12,F12_V50B_0060,15,2.5,0.01
F12,F12_V50B_0061,30,2.5,0.01
F12,F12_V50B_0062,30,2.0,0.01
F12,F12_V50B_0063,25,2.5,0.01
F12,F12_V50B_0064,25,1.5,0.01
F12,F12_V50B_0065,20,2.0,0.01
F12,F12_V50B_0066,25,1.5,0.01
F12,F12_V50B_0067,30,1.5,0.01
F12,F12_V50B_0068,25,1.5,0.01
F12,F12_V50B_0069,30,2.0,0.01
F12,F12_V50B_0070,20,2.0,0.01
F12,F12_V50B_0071,25,2.5,0.01
F12,F12_V50B_0072,20,2.0,0.01
F12,F12_V50B_0073,25,2.0,0.01
F12,F12_V50B_0074,20,2.5,0.01
F12,F12_V50B_0075,20,2.0,0.01
F12,F12_V50B_0076,25,2.0,0.01
F12,F12_V50B_0077,30,1.5,0.01
F12,F12_V50B_0078,20,2.5,0.01
F12,F12_V50B_0079,20,2.0,0.01
F12,F12_V50B_0080,30,1.5,0.01
F12,F12_V50B_0081,25,1.5,0.01
F12,F12_V50B_0082,30,2.5,0.01
F12,F12_V50B_0083,20,2.5,0.01
F12,F12_V50B_0084,25,1.5,0.01
F12,F12_V50B_0085,20,2.0,0.01
F12,F12_V50B_0086,15,2.0,0.01
F12,F12_V50B_0087,25,2.5,0.01
F12,F12_V50B_0088,25,2.0,0.01
F12,F12_V50B_0089,30,2.0,0.01
F12,F12_V50B_0090,15,2.0,0.01
F12,F12_V50B_0091,15,1.5,0.01
F12,F12_V50B_0092,15,2.0,0.01
F12,F12_V50B_0093,30,2.5,0.01
F12,F12_V50B_0094,15,2.0,0.01
F12,F12_V50B_0095,15,1.5,0.01
F12,F12_V50B_0096,30,1.5,0.01
F12,F12_V50B_0097,20,2.0,0.01
F12,F12_V50B_0098,15,1.5,0.01
F12,F12_V50B_0099,20,2.5,0.01
F12,F12_V50B_0100,20,2.0,0.01
F12,F12_V50B_0101,25,1.5,0.01
F12,F12_V50B_0102,20,2.0,0.01
F12,F12_V50B_0103,25,2.5,0.01
F12,F12_V50B_0104,25,2.5,0.01
F12,F12_V50B_0105,20,2.0,0.01
F12,F12_V50B_0106,15,2.0,0.01
F12,F12_V50B_0107,15,2.0,0.01
F12,F12_V50B_0108,30,1.5,0.01
F12,F12_V50B_0109,25,2.0,0.01
F12,F12_V50B_0110,15,2.0,0.01
F12,F12_V50B_0111,30,2.0,0.01
F12,F12_V50B_0112,25,2.0,0.01
F12,F12_V50B_0113,25,2.5,0.01
F12,F12_V50B_0114,30,1.5,0.01
F12,F12_V50B_0115,20,2.0,0.01
F12,F12_V50B_0116,20,1.5,0.01
F12,F12_V50B_0117,25,2.5,0.01
F12,F12_V50B_0118,15,2.0,0.01
F12,F12_V50B_0119,15,2.5,0.01
F12,F12_V50B_0120,30,1.5,0.01
F12,F12_V50B_0121,30,2.0,0.01
F12,F12_V50B_0122,20,1.5,0.01
F12,F12_V50B_0123,25,2.0,0.01
F12,F12_V50B_0124,30,2.0,0.01
F12,F12_V50B_0125,20,2.0,0.01
F12,F12_V50B_0126,20,2.0,0.01
F12,F12_V50B_0127,15,1.5,0.01
F12,F12_V50B_0128,15,2.5,0.01
F12,F12_V50B_0129,30,2.0,0.01
F12,F12_V50B_0130,30,1.5,0.01
F12,F12_V50B_0131,25,2.0,0.01
F12,F12_V50B_0132,30,2.5,0.01
F12,F12_V50B_0133,30,1.5,0.01
F12,F12_V50B_0134,25,2.0,0.01
F12,F12_V50B_0135,15,1.5,0.01
F12,F12_V50B_0136,20,2.5,0.01
F12,F12_V50B_0137,25,1.5,0.01
F12,F12_V50B_0138,25,2.5,0.01
F12,F12_V50B_0139,25,2.5,0.01
F12,F12_V50B_0140,25,1.5,0.01
F12,F12_V50B_0141,20,2.5,0.01
F12,F12_V50B_0142,20,2.0,0.01
F12,F12_V50B_0143,15,1.5,0.01
F12,F12_V50B_0144,20,1.5,0.01
F12,F12_V50B_0145,30,2.0,0.01
F12,F12_V50B_0146,20,2.5,0.01
F12,F12_V50B_0147,25,2.5,0.01
F12,F12_V50B_0148,20,1.5,0.01
F12,F12_V50B_0149,15,2.0,0.01
F12,F12_V50B_0150,15,1.5,0.01
