run_id,family_id,config_id,month,status,timestamp
68fa2280,F06,F06_RERUN_0001,2020-03,COMPLETED,2026-05-15T09:51:06.590090
68fa2280,F06,F06_RERUN_0002,2020-03,COMPLETED,2026-05-15T09:51:06.593611
68fa2280,F06,F06_RERUN_0003,2020-03,COMPLETED,2026-05-15T09:51:06.597198
68fa2280,F06,F06_RERUN_0004,2020-03,COMPLETED,2026-05-15T09:51:06.599553
68fa2280,F06,F06_RERUN_0005,2020-03,COMPLETED,2026-05-15T09:51:06.601865
68fa2280,F06,F06_RERUN_0006,2020-03,COMPLETED,2026-05-15T09:51:06.604147
68fa2280,F06,F06_RERUN_0007,2020-03,COMPLETED,2026-05-15T09:51:06.606411
68fa2280,F06,F06_RERUN_0008,2020-03,COMPLETED,2026-05-15T09:51:06.609114
68fa2280,F06,F06_RERUN_0009,2020-03,COMPLETED,2026-05-15T09:51:06.614192
68fa2280,F06,F06_RERUN_0010,2020-03,COMPLETED,2026-05-15T09:51:06.616580
68fa2280,F06,F06_RERUN_0011,2020-03,COMPLETED,2026-05-15T09:51:06.618872
68fa2280,F06,F06_RERUN_0012,2020-03,COMPLETED,2026-05-15T09:51:06.621129
68fa2280,F06,F06_RERUN_0013,2020-03,COMPLETED,2026-05-15T09:51:06.623425
68fa2280,F06,F06_RERUN_0014,2020-03,COMPLETED,2026-05-15T09:51:06.625592
68fa2280,F06,F06_RERUN_0015,2020-03,COMPLETED,2026-05-15T09:51:06.628909
68fa2280,F06,F06_RERUN_0016,2020-03,COMPLETED,2026-05-15T09:51:06.631326
68fa2280,F06,F06_RERUN_0017,2020-03,COMPLETED,2026-05-15T09:51:06.633635
68fa2280,F06,F06_RERUN_0018,2020-03,COMPLETED,2026-05-15T09:51:06.635898
68fa2280,F06,F06_RERUN_0019,2020-03,COMPLETED,2026-05-15T09:51:06.638204
68fa2280,F06,F06_RERUN_0020,2020-03,COMPLETED,2026-05-15T09:51:06.640527
68fa2280,F06,F06_RERUN_0021,2020-03,COMPLETED,2026-05-15T09:51:06.642814
68fa2280,F06,F06_RERUN_0022,2020-03,COMPLETED,2026-05-15T09:51:06.645916
68fa2280,F06,F06_RERUN_0023,2020-03,COMPLETED,2026-05-15T09:51:06.648446
68fa2280,F06,F06_RERUN_0024,2020-03,COMPLETED,2026-05-15T09:51:06.650734
68fa2280,F06,F06_RERUN_0025,2020-03,COMPLETED,2026-05-15T09:51:06.653132
68fa2280,F06,F06_RERUN_0026,2020-03,COMPLETED,2026-05-15T09:51:06.655446
68fa2280,F06,F06_RERUN_0027,2020-03,COMPLETED,2026-05-15T09:51:06.657717
68fa2280,F06,F06_RERUN_0028,2020-03,COMPLETED,2026-05-15T09:51:06.659984
68fa2280,F06,F06_RERUN_0029,2020-03,COMPLETED,2026-05-15T09:51:06.663051
68fa2280,F06,F06_RERUN_0030,2020-03,COMPLETED,2026-05-15T09:51:06.665480
68fa2280,F06,F06_RERUN_0031,2020-03,COMPLETED,2026-05-15T09:51:06.667823
68fa2280,F06,F06_RERUN_0032,2020-03,COMPLETED,2026-05-15T09:51:06.670222
68fa2280,F06,F06_RERUN_0033,2020-03,COMPLETED,2026-05-15T09:51:06.672544
68fa2280,F06,F06_RERUN_0034,2020-03,COMPLETED,2026-05-15T09:51:06.674837
68fa2280,F06,F06_RERUN_0035,2020-03,COMPLETED,2026-05-15T09:51:06.677244
68fa2280,F06,F06_RERUN_0036,2020-03,COMPLETED,2026-05-15T09:51:06.680317
68fa2280,F06,F06_RERUN_0037,2020-03,COMPLETED,2026-05-15T09:51:06.682723
68fa2280,F06,F06_RERUN_0038,2020-03,COMPLETED,2026-05-15T09:51:06.685059
68fa2280,F06,F06_RERUN_0039,2020-03,COMPLETED,2026-05-15T09:51:06.687378
68fa2280,F06,F06_RERUN_0040,2020-03,COMPLETED,2026-05-15T09:51:06.689638
68fa2280,F06,F06_RERUN_0041,2020-03,COMPLETED,2026-05-15T09:51:06.691924
68fa2280,F06,F06_RERUN_0042,2020-03,COMPLETED,2026-05-15T09:51:06.694802
68fa2280,F06,F06_RERUN_0043,2020-03,COMPLETED,2026-05-15T09:51:06.697402
68fa2280,F06,F06_RERUN_0044,2020-03,COMPLETED,2026-05-15T09:51:06.699703
68fa2280,F06,F06_RERUN_0045,2020-03,COMPLETED,2026-05-15T09:51:06.701994
68fa2280,F06,F06_RERUN_0046,2020-03,COMPLETED,2026-05-15T09:51:06.704312
68fa2280,F06,F06_RERUN_0047,2020-03,COMPLETED,2026-05-15T09:51:06.706637
68fa2280,F06,F06_RERUN_0048,2020-03,COMPLETED,2026-05-15T09:51:06.708960
68fa2280,F06,F06_RERUN_0049,2020-03,COMPLETED,2026-05-15T09:51:06.712170
68fa2280,F06,F06_RERUN_0050,2020-03,COMPLETED,2026-05-15T09:51:06.714768
68fa2280,F08,F08_RERUN_0001,2020-03,COMPLETED,2026-05-15T09:51:06.717186
68fa2280,F08,F08_RERUN_0002,2020-03,COMPLETED,2026-05-15T09:51:06.719588
68fa2280,F08,F08_RERUN_0003,2020-03,COMPLETED,2026-05-15T09:51:06.722011
68fa2280,F08,F08_RERUN_0004,2020-03,COMPLETED,2026-05-15T09:51:06.724403
68fa2280,F08,F08_RERUN_0005,2020-03,COMPLETED,2026-05-15T09:51:06.726807
68fa2280,F08,F08_RERUN_0006,2020-03,COMPLETED,2026-05-15T09:51:06.730440
68fa2280,F08,F08_RERUN_0007,2020-03,COMPLETED,2026-05-15T09:51:06.732843
68fa2280,F08,F08_RERUN_0008,2020-03,COMPLETED,2026-05-15T09:51:06.735209
68fa2280,F08,F08_RERUN_0009,2020-03,COMPLETED,2026-05-15T09:51:06.737487
68fa2280,F08,F08_RERUN_0010,2020-03,COMPLETED,2026-05-15T09:51:06.739730
68fa2280,F08,F08_RERUN_0011,2020-03,COMPLETED,2026-05-15T09:51:06.742038
68fa2280,F08,F08_RERUN_0012,2020-03,COMPLETED,2026-05-15T09:51:06.744778
68fa2280,F08,F08_RERUN_0013,2020-03,COMPLETED,2026-05-15T09:51:06.747570
68fa2280,F08,F08_RERUN_0014,2020-03,COMPLETED,2026-05-15T09:51:06.749953
68fa2280,F08,F08_RERUN_0015,2020-03,COMPLETED,2026-05-15T09:51:06.752198
68fa2280,F08,F08_RERUN_0016,2020-03,COMPLETED,2026-05-15T09:51:06.754423
68fa2280,F08,F08_RERUN_0017,2020-03,COMPLETED,2026-05-15T09:51:06.756688
68fa2280,F08,F08_RERUN_0018,2020-03,COMPLETED,2026-05-15T09:51:06.758946
68fa2280,F08,F08_RERUN_0019,2020-03,COMPLETED,2026-05-15T09:51:06.762133
68fa2280,F08,F08_RERUN_0020,2020-03,COMPLETED,2026-05-15T09:51:06.764662
68fa2280,F08,F08_RERUN_0021,2020-03,COMPLETED,2026-05-15T09:51:06.766956
