pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason
EURUSD,long,2025-01-02 15:20:00-05:00,2025-01-02 16:05:00-05:00,1.2052002179447603,1.2077600815027376,523000,1338.8086408221418,1313.5690760899208,1.7523747795110989,25.239564732220828,take_profit
GBPUSD,long,2025-01-02 16:05:00-05:00,2025-01-02 17:25:00-05:00,1.3744084061594042,1.3730584889579804,571000,-770.8027220129583,-802.1787939551988,-1.0563563940837928,31.376071942240536,stop_loss
EURUSD,short,2025-01-06 14:55:00-05:00,2025-01-06 15:55:00-05:00,1.0927068159261555,1.0942344065862122,500000,-763.7953300283496,-785.6647422534733,-1.0422786013066407,21.86941222512368,stop_loss
GBPUSD,long,2025-01-08 15:10:00-05:00,2025-01-08 15:35:00-05:00,1.3749989446382473,1.3737293420726862,598000,-759.2223342055914,-792.0971245146542,-1.0599987290362607,32.87479030906277,stop_loss
EURUSD,long,2025-01-08 15:55:00-05:00,2025-01-08 16:05:00-05:00,1.1717262266370665,1.1704433663743834,587000,-753.0389741949764,-780.5360452169308,-1.052930156910723,27.497071021954426,stop_loss
EURUSD,short,2025-01-10 11:30:00-05:00,2025-01-10 12:45:00-05:00,1.0880823123325634,1.0894153723520013,560000,-746.5136108852199,-770.9015849536871,-1.048398361653568,24.387974068467123,stop_loss
EURUSD,long,2025-01-17 15:20:00-05:00,2025-01-17 15:40:00-05:00,1.17257937057637,1.1711608613103381,522000,-740.461836868668,-764.9304848895653,-1.0478186353583387,24.468648020897234,stop_loss
EURUSD,short,2025-01-21 15:05:00-05:00,2025-01-21 15:55:00-05:00,1.0638394267632494,1.0609775819248375,452000,1293.5538669621778,1274.3455212036374,1.7609647921314018,19.208345758540307,take_profit
EURUSD,long,2025-01-23 11:35:00-05:00,2025-01-23 12:35:00-05:00,1.1644546526695918,1.167129610630686,490000,1310.7294009362035,1287.8798751558606,1.7554957683162542,22.849525780342724,take_profit
GBPUSD,long,2025-01-23 16:15:00-05:00,2025-01-23 16:25:00-05:00,1.367929614028106,1.3665421053639029,543000,-753.4172046623537,-783.1135675349509,-1.0546171562512634,29.69636287259722,stop_loss
EURUSD,short,2025-01-27 11:45:00-05:00,2025-01-27 12:05:00-05:00,1.0724225256737918,1.0738210436897848,535000,-748.207138556255,-771.1719447484453,-1.0456467530036953,22.964806192190274,stop_loss
GBPUSD,short,2025-02-05 17:30:00-05:00,2025-02-05 18:15:00-05:00,1.258338426942063,1.2598434187804415,493000,-741.960976320595,-766.790249319419,-1.047383180900972,24.829272998823896,stop_loss
EURUSD,long,2025-02-07 11:35:00-05:00,2025-02-07 11:50:00-05:00,1.1760108566202612,1.1746973928395121,561000,-736.853181000209,-763.2281275591478,-1.0518098504082523,26.37494655893866,stop_loss
EURUSD,short,2025-02-11 11:15:00-05:00,2025-02-11 11:30:00-05:00,1.0942610878788135,1.0958395608398661,462000,-729.2545080063122,-749.4910380004728,-1.0409388000746485,20.2365299941606,stop_loss
GBPUSD,long,2025-02-13 13:25:00-05:00,2025-02-13 13:50:00-05:00,1.3407939839398253,1.3393790757296913,512000,-724.4330035886151,-751.877975719631,-1.0527658097203567,27.444972131015852,stop_loss
EURUSD,long,2025-02-13 13:55:00-05:00,2025-02-13 14:20:00-05:00,1.1658449710649978,1.1644846253285879,529000,-719.622894560876,-744.2777816907202,-1.0496935903315345,24.65488712984414,stop_loss
