pemr_h1_adx_max,pemr_expansion_atr_min,pemr_displacement_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
18.0,1.2,0.6,0.9,0.8,-52.314948118134396,-3.9641430733771985,-53.05719604460071,2.8007948572644814,-0.10088614733146373,-0.10179985215721529,1.3164890538352338,0.0,0.6015897145289625,100000.0,99798.22770533708,-0.20177229466292745,1.3164890538352338,-0.14350009798474261,0.7328902622231306,3,2,1,0,66.66666666666666,1.0,0.6666666666666666,-67.25743155430726,-67.25743155430726,20.0,20.0,2,1
18.0,1.5,0.6,0.9,0.8,-52.314948118134396,-3.9641430733771985,-53.05719604460071,2.8007948572644814,-0.10088614733146373,-0.10179985215721529,1.3164890538352338,0.0,0.6015897145289625,100000.0,99798.22770533708,-0.20177229466292745,1.3164890538352338,-0.14350009798474261,0.7328902622231306,3,2,1,0,66.66666666666666,1.0,0.6666666666666666,-67.25743155430726,-67.25743155430726,20.0,20.0,2,1
22.0,1.2,0.6,0.9,0.8,-52.314948118134396,-3.9641430733771985,-53.05719604460071,2.8007948572644814,-0.10088614733146373,-0.10179985215721529,1.3164890538352338,0.0,0.6015897145289625,100000.0,99798.22770533708,-0.20177229466292745,1.3164890538352338,-0.14350009798474261,0.7328902622231306,3,2,1,0,66.66666666666666,1.0,0.6666666666666666,-67.25743155430726,-67.25743155430726,20.0,20.0,2,1
22.0,1.5,0.6,0.9,0.8,-52.314948118134396,-3.9641430733771985,-53.05719604460071,2.8007948572644814,-0.10088614733146373,-0.10179985215721529,1.3164890538352338,0.0,0.6015897145289625,100000.0,99798.22770533708,-0.20177229466292745,1.3164890538352338,-0.14350009798474261,0.7328902622231306,3,2,1,0,66.66666666666666,1.0,0.6666666666666666,-67.25743155430726,-67.25743155430726,20.0,20.0,2,1
18.0,1.2,0.9,0.9,1.1,-53.44534364896646,29.895219865667485,-35.71910113479027,12.01420323675578,0.315219711246828,0.4508057302781465,0.5654347110000526,0.5,16.360371531602752,100000.0,100630.43942249366,0.630439422493656,0.5654347110000526,0.6349803146555015,inf,1,1,0,0,100.0,1.0,1.0,630.4394224936549,630.4394224936549,25.0,25.0,1,0
18.0,1.5,0.9,0.9,1.1,-53.44534364896646,29.895219865667485,-35.71910113479027,12.01420323675578,0.315219711246828,0.4508057302781465,0.5654347110000526,0.5,16.360371531602752,100000.0,100630.43942249366,0.630439422493656,0.5654347110000526,0.6349803146555015,inf,1,1,0,0,100.0,1.0,1.0,630.4394224936549,630.4394224936549,25.0,25.0,1,0
22.0,1.2,0.9,0.9,1.1,-53.44534364896646,29.895219865667485,-35.71910113479027,12.01420323675578,0.315219711246828,0.4508057302781465,0.5654347110000526,0.5,16.360371531602752,100000.0,100630.43942249366,0.630439422493656,0.5654347110000526,0.6349803146555015,inf,1,1,0,0,100.0,1.0,1.0,630.4394224936549,630.4394224936549,25.0,25.0,1,0
22.0,1.5,0.9,0.9,1.1,-53.44534364896646,29.895219865667485,-35.71910113479027,12.01420323675578,0.315219711246828,0.4508057302781465,0.5654347110000526,0.5,16.360371531602752,100000.0,100630.43942249366,0.630439422493656,0.5654347110000526,0.6349803146555015,inf,1,1,0,0,100.0,1.0,1.0,630.4394224936549,630.4394224936549,25.0,25.0,1,0
18.0,1.2,0.9,0.9,0.8,-53.56071785099503,29.666841907219293,-35.83329011401437,11.994573948333155,0.21141154831583187,0.4508057302781466,0.5654347110000526,0.5,16.326617527877623,100000.0,100422.82309663166,0.42282309663166373,0.5654347110000526,0.6349803146555016,inf,1,1,0,0,100.0,1.0,1.0,422.82309663165813,422.82309663165813,20.0,20.0,1,0
18.0,1.5,0.9,0.9,0.8,-53.56071785099503,29.666841907219293,-35.83329011401437,11.994573948333155,0.21141154831583187,0.4508057302781466,0.5654347110000526,0.5,16.326617527877623,100000.0,100422.82309663166,0.42282309663166373,0.5654347110000526,0.6349803146555016,inf,1,1,0,0,100.0,1.0,1.0,422.82309663165813,422.82309663165813,20.0,20.0,1,0
22.0,1.2,0.9,0.9,0.8,-53.56071785099503,29.666841907219293,-35.83329011401437,11.994573948333155,0.21141154831583187,0.4508057302781466,0.5654347110000526,0.5,16.326617527877623,100000.0,100422.82309663166,0.42282309663166373,0.5654347110000526,0.6349803146555016,inf,1,1,0,0,100.0,1.0,1.0,422.82309663165813,422.82309663165813,20.0,20.0,1,0
22.0,1.5,0.9,0.9,0.8,-53.56071785099503,29.666841907219293,-35.83329011401437,11.994573948333155,0.21141154831583187,0.4508057302781466,0.5654347110000526,0.5,16.326617527877623,100000.0,100422.82309663166,0.42282309663166373,0.5654347110000526,0.6349803146555016,inf,1,1,0,0,100.0,1.0,1.0,422.82309663165813,422.82309663165813,20.0,20.0,1,0
18.0,1.2,0.6,0.9,1.1,-75.88475896448698,-51.865017797310195,-77.11260365116188,2.6678315614070454,-0.2967480418808677,-0.24392886638308178,1.3164890538352338,0.0,0.33566312281409105,100000.0,99406.50391623826,-0.5934960837617353,1.3164890538352338,-0.34378193076074387,0.5131687731975658,3,1,2,0,33.33333333333333,1.0,0.3333333333333333,-197.83202792057727,-197.83202792057727,25.0,25.0,1,1
18.0,1.5,0.6,0.9,1.1,-75.88475896448698,-51.865017797310195,-77.11260365116188,2.6678315614070454,-0.2967480418808677,-0.24392886638308178,1.3164890538352338,0.0,0.33566312281409105,100000.0,99406.50391623826,-0.5934960837617353,1.3164890538352338,-0.34378193076074387,0.5131687731975658,3,1,2,0,33.33333333333333,1.0,0.3333333333333333,-197.83202792057727,-197.83202792057727,25.0,25.0,1,1
